data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2023-07-23,deslizamento,Santo Amaro,"Deslizamento de encosta registrado no bairro Santo Amaro, afetando moradias e bloqueando vias locais.",leve,99.2,21.5,86.6
2023-05-25,alagamento,Cidade Tiradentes,"Alagamento em via pública no bairro Cidade Tiradentes, causando transtornos no trânsito e riscos aos pedestres.",crítica,106.8,19.0,86.1
2022-10-11,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",moderada,93.6,28.2,92.0
2023-01-06,alagamento,Cidade Tiradentes,"Alagamento em via pública no bairro Cidade Tiradentes, causando transtornos no trânsito e riscos aos pedestres.",moderada,101.1,30.6,86.7
2024-06-22,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",crítica,36.8,20.1,76.1
2022-06-05,vendaval,Pinheiros,"Vendaval atingiu o bairro Pinheiros, derrubando estruturas leves e causando falta de energia na região.",moderada,32.5,17.9,90.6
2024-03-04,vendaval,Penha,"Vendaval atingiu o bairro Penha, derrubando estruturas leves e causando falta de energia na região.",leve,70.3,22.4,80.4
2022-12-08,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",alta,8.8,25.3,72.8
2023-08-26,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",leve,18.4,24.0,79.3
2022-02-19,alagamento,Liberdade,"Alagamento em via pública no bairro Liberdade, causando transtornos no trânsito e riscos aos pedestres.",leve,63.7,30.0,93.1
2022-09-28,deslizamento,Vila Mariana,"Deslizamento de encosta registrado no bairro Vila Mariana, afetando moradias e bloqueando vias locais.",alta,70.5,25.2,85.0
2024-01-18,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",moderada,107.2,27.4,81.0
2024-01-06,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",alta,110.8,25.9,86.5
2022-08-14,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",leve,47.6,17.5,92.6
2023-11-27,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",moderada,87.5,26.0,90.5
2023-12-25,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",leve,83.0,33.5,90.6
2022-03-15,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",moderada,50.9,27.4,70.3
2023-02-22,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",crítica,91.5,27.0,77.3
2023-04-18,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",leve,53.1,24.3,64.3
2022-03-18,árvore caída,Vila Mariana,"Queda de árvore no bairro Vila Mariana, obstruindo parcialmente a via e oferecendo risco à população.",alta,54.1,22.8,77.9
2022-01-27,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",crítica,48.7,32.0,72.7
2022-04-13,risco estrutural,Liberdade,"Avaliação de risco estrutural em imóvel no bairro Liberdade, com possibilidade de colapso parcial.",moderada,23.7,20.5,81.9
2024-02-18,árvore caída,Butantã,"Queda de árvore no bairro Butantã, obstruindo parcialmente a via e oferecendo risco à população.",crítica,22.2,25.7,75.7
2023-03-02,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",alta,91.6,26.6,83.6
2024-04-29,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",crítica,74.5,26.9,92.5
2022-03-27,deslizamento,Sé,"Deslizamento de encosta registrado no bairro Sé, afetando moradias e bloqueando vias locais.",moderada,98.3,26.2,92.2
2024-08-01,alagamento,Tremembé,"Alagamento em via pública no bairro Tremembé, causando transtornos no trânsito e riscos aos pedestres.",moderada,73.3,21.9,83.0
2022-10-10,árvore caída,Santo Amaro,"Queda de árvore no bairro Santo Amaro, obstruindo parcialmente a via e oferecendo risco à população.",alta,18.3,25.9,65.5
2024-05-27,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",alta,6.0,13.4,95.0
2023-01-19,deslizamento,Tremembé,"Deslizamento de encosta registrado no bairro Tremembé, afetando moradias e bloqueando vias locais.",moderada,119.1,27.2,94.1
2024-09-03,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",leve,0.9,21.2,81.0
2023-01-04,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,98.2,23.5,78.7
2022-04-26,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",leve,107.3,23.3,88.4
2023-08-06,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",moderada,21.4,19.9,76.7
2022-09-06,árvore caída,Casa Verde,"Queda de árvore no bairro Casa Verde, obstruindo parcialmente a via e oferecendo risco à população.",crítica,21.7,27.8,65.9
2024-12-31,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",alta,79.8,36.2,92.1
2022-06-11,alagamento,Casa Verde,"Alagamento em via pública no bairro Casa Verde, causando transtornos no trânsito e riscos aos pedestres.",leve,59.7,17.6,83.0
2023-01-19,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",moderada,80.3,21.0,84.1
2023-07-18,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",moderada,64.5,17.4,91.4
2023-07-28,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",leve,32.6,18.9,87.6
2022-09-22,vendaval,Butantã,"Vendaval atingiu o bairro Butantã, derrubando estruturas leves e causando falta de energia na região.",leve,31.5,21.7,83.5
2024-08-14,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",leve,5.3,33.5,30.8
2024-01-15,incêndio urbano,Freguesia do Ó,"Incêndio urbano no bairro Freguesia do Ó, mobilizando equipes para conter as chamas em área residencial.",alta,78.6,37.3,27.6
2024-06-26,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",leve,0.9,30.9,28.4
2024-08-02,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",moderada,52.0,25.0,93.2
2023-12-09,árvore caída,Itaquera,"Queda de árvore no bairro Itaquera, obstruindo parcialmente a via e oferecendo risco à população.",alta,105.7,32.3,56.4
2024-11-02,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",leve,47.1,28.2,71.2
2024-12-08,incêndio urbano,Santana,"Incêndio urbano no bairro Santana, mobilizando equipes para conter as chamas em área residencial.",leve,76.1,31.1,26.0
2024-03-09,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",alta,38.8,32.3,39.5
2023-02-20,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",moderada,81.4,27.6,84.4
2024-08-12,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",leve,14.4,35.7,35.2
2022-07-28,incêndio urbano,Butantã,"Incêndio urbano no bairro Butantã, mobilizando equipes para conter as chamas em área residencial.",moderada,7.0,35.3,33.5
2022-04-28,incêndio urbano,Capão Redondo,"Incêndio urbano no bairro Capão Redondo, mobilizando equipes para conter as chamas em área residencial.",crítica,15.0,37.1,31.8
2024-09-12,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",leve,98.6,21.6,84.9
2023-05-22,incêndio urbano,Freguesia do Ó,"Incêndio urbano no bairro Freguesia do Ó, mobilizando equipes para conter as chamas em área residencial.",moderada,24.7,31.7,28.5
2022-11-27,incêndio urbano,Capão Redondo,"Incêndio urbano no bairro Capão Redondo, mobilizando equipes para conter as chamas em área residencial.",alta,65.1,31.7,31.2
2024-08-16,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",moderada,112.5,26.4,89.5
2024-10-07,incêndio urbano,Jardins,"Incêndio urbano no bairro Jardins, mobilizando equipes para conter as chamas em área residencial.",moderada,49.0,36.4,38.4
2022-11-03,árvore caída,Penha,"Queda de árvore no bairro Penha, obstruindo parcialmente a via e oferecendo risco à população.",alta,50.0,26.7,65.6
2024-03-16,vendaval,Vila Prudente,"Vendaval atingiu o bairro Vila Prudente, derrubando estruturas leves e causando falta de energia na região.",crítica,16.3,26.2,72.5
2022-07-29,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",crítica,14.4,18.2,89.1
2024-04-07,árvore caída,Tatuapé,"Queda de árvore no bairro Tatuapé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,55.9,22.2,78.7
2022-05-30,alagamento,Sé,"Alagamento em via pública no bairro Sé, causando transtornos no trânsito e riscos aos pedestres.",leve,84.0,19.8,83.3
2022-07-27,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",moderada,-0.1,21.0,84.4
2023-07-19,alagamento,Penha,"Alagamento em via pública no bairro Penha, causando transtornos no trânsito e riscos aos pedestres.",moderada,109.4,22.0,90.6
2024-06-25,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",moderada,54.0,15.0,93.2
2024-10-12,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",moderada,70.0,21.8,84.0
2024-04-29,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",moderada,9.1,23.8,79.8
2024-08-10,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",moderada,66.3,16.5,83.6
2024-03-07,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",leve,4.2,27.4,69.4
2023-06-05,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",leve,11.2,20.7,88.0
2022-04-30,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",leve,52.0,34.2,33.2
2022-07-26,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",moderada,44.1,20.2,88.6
2023-02-04,vendaval,Capão Redondo,"Vendaval atingiu o bairro Capão Redondo, derrubando estruturas leves e causando falta de energia na região.",alta,86.1,25.5,71.5
2023-09-21,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",leve,91.5,26.5,89.6
2024-03-11,árvore caída,Campo Limpo,"Queda de árvore no bairro Campo Limpo, obstruindo parcialmente a via e oferecendo risco à população.",leve,45.8,25.1,67.0
2022-01-16,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",moderada,126.3,23.8,92.9
2023-04-29,deslizamento,São Mateus,"Deslizamento de encosta registrado no bairro São Mateus, afetando moradias e bloqueando vias locais.",alta,62.4,21.2,89.7
2023-05-27,vendaval,Butantã,"Vendaval atingiu o bairro Butantã, derrubando estruturas leves e causando falta de energia na região.",moderada,25.7,17.3,95.0
2024-04-07,alagamento,São Mateus,"Alagamento em via pública no bairro São Mateus, causando transtornos no trânsito e riscos aos pedestres.",leve,56.8,23.1,90.3
2024-07-28,alagamento,Sé,"Alagamento em via pública no bairro Sé, causando transtornos no trânsito e riscos aos pedestres.",leve,105.1,22.4,88.7
2024-03-14,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",alta,99.2,23.6,89.0
2024-08-14,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",leve,22.8,19.6,79.3
2024-03-19,árvore caída,Butantã,"Queda de árvore no bairro Butantã, obstruindo parcialmente a via e oferecendo risco à população.",alta,90.3,28.9,69.8
2023-05-27,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,93.5,19.8,82.8
2023-05-08,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",alta,56.8,22.2,80.3
2024-12-31,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",moderada,140.2,23.8,74.8
2022-07-08,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",moderada,23.0,34.5,32.9
2022-08-21,vendaval,São Mateus,"Vendaval atingiu o bairro São Mateus, derrubando estruturas leves e causando falta de energia na região.",leve,19.0,22.1,87.1
2023-01-16,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",leve,105.7,29.8,87.4
2022-05-22,vendaval,Parelheiros,"Vendaval atingiu o bairro Parelheiros, derrubando estruturas leves e causando falta de energia na região.",alta,34.1,20.4,89.9
2022-08-04,árvore caída,Santana,"Queda de árvore no bairro Santana, obstruindo parcialmente a via e oferecendo risco à população.",moderada,32.2,20.7,73.0
2024-01-09,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",alta,67.3,31.8,36.6
2023-05-11,vendaval,Brasilândia,"Vendaval atingiu o bairro Brasilândia, derrubando estruturas leves e causando falta de energia na região.",moderada,52.2,23.0,82.7
2024-06-21,alagamento,Casa Verde,"Alagamento em via pública no bairro Casa Verde, causando transtornos no trânsito e riscos aos pedestres.",moderada,54.5,20.2,90.1
2024-11-28,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",leve,0.0,34.5,34.9
2022-12-08,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",alta,141.4,22.3,79.3
2022-07-28,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",moderada,119.8,21.9,90.8
2023-05-13,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",moderada,67.3,22.9,91.1
2022-07-06,incêndio urbano,Ipiranga,"Incêndio urbano no bairro Ipiranga, mobilizando equipes para conter as chamas em área residencial.",leve,6.4,35.4,25.9
